Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Type de parement en maçonnerie,Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface non finie sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface finie basse qualité (pieds²),Chambres (hors sous-sol),Cuisines (hors sous-sol),Qualité de la cuisine,Total des pièces (hors sous-sol),Fonctionnalité globale,Nombre de cheminées,Qualité de la cheminée,Type de garage,Finition intérieure du garage,Capacité du garage (voitures),Qualité du garage,Allée pavée,Surface de la piscine (pieds²),Valeur des caractéristiques supplémentaires,Mois de vente,Type de vente,Condition de la vente,Prix de vente,Âge de la maison,Rénovation de la maison,Surface totale (pieds²),Surface totale,Total des salles de bain,Surface totale des porches (pieds²)
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,120.0,9560,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Bon,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Salle de jeux,504,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.763691965388299,34,34,1224,1728,1.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,8294,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,858,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,4,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.719947764402807,36,36,872,1730,1.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,66.0,13695,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Adjacente à une voie ferrée est-ouest,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,300,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.951186847493476,5,4,1928,2228,2.0,78
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,9375,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,149.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1284,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.339295865674435,5,5,2169,3453,2.5,279
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,57.0,7558,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Brique apparente,Pierre,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,896,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,9,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Médiocre,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.083910661257521,81,59,1913,2809,1.5,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,85.0,11103,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,728,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juillet,Maison neuve construite et vendue,Maison incomplète,11.95655945119582,1,1,1456,2184,2.5,0
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,50.0,6000,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,En dessous de la moyenne,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,710,Chauffage à gaz,Bon,Oui,Fusibles anciens,0,2,1,Médiocre,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.59451466851004,87,57,1210,1920,1.0,168
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,20781,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northwest Ames,Proche d'un espace vert ou parc,Normale,Maison individuelle,Un étage,Bon,Bon,Pente,Bardeau composite standard,Brique apparente,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,1203,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Bon,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.47801017053037,38,3,2521,3724,2.0,370
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,93.0,15306,Pavé,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,100.0,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1652,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Mai,Maison neuve construite et vendue,Maison incomplète,12.554840409959793,1,0,1856,3508,3.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,16196,Pavé,Irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,39,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,1,Médiocre - Préfabriquée au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.278397958261774,9,9,2937,2976,3.0,427
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,50.0,5250,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Bon,BrkTil,Moyen,Médiocre,Aucune exposition,Fini - Qualité inférieure,425,Chauffage à eau chaude ou vapeur (autre que gaz),Médiocre,Non,Disjoncteurs,205,4,1,Moyen,8,Typ,0,Pas de cheminée,Pas de garage,Pas de garage,0,Non applicable,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente normale,11.711784520403112,136,21,2412,3042,2.0,74
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,91.0,11643,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'une artère principale,Normale,Duplex,Deux étages,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,368.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,748,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,6,2,Moyen,12,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,4,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.206077645517674,40,40,3134,3882,4.5,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70.0,9247,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,318.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,539,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Moyen,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.049424683420915,46,46,2035,2574,1.5,204
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50.0,6000,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Excellent,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Bon,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,698,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,4,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Gravier/Terre,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.812296455066814,72,9,1176,1874,1.0,210
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,56.0,14720,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northridge,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Très bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,579.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,1217,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,9,Typ,1,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.923914877701906,15,14,4054,5271,3.5,369
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,10316,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,257,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.367345048436391,8,8,2600,2857,3.5,184
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,102.0,10192,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Niveaux divisés,Bon,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,143.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,570,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,4,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,12.04355959836804,38,14,1920,2490,3.0,98
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,9477,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,65.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,524,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.608244735642321,42,42,1232,1756,1.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,12537,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,344,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Médiocre - Préfabriquée au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.917730355182513,39,2,1812,2156,2.5,0
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,0.0,2117,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,216.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,378,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.086731521684555,10,10,1951,2329,2.5,32
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,129.0,16737,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Triple façade,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,66.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Fini - Excellent,533,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Excellent,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,12.660331092405906,2,1,3427,3960,3.0,239
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,51.0,9842,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Proche d'une route secondaire,Normale,Maison individuelle,Deux étages,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,612,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Moyen,8,Typ,0,Pas de cheminée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Partiellement aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.149507585033072,87,10,2601,3213,3.5,484
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,124.0,16158,Pavé,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Stone Brook,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,16.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Fini - Moyenne,256,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.468440756144114,4,4,2804,3060,3.0,204
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,0.0,12513,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,North Ames,Proche d'une route secondaire,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,En dessous de la moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Bon,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,715,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,4,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.560772327227417,89,2,1738,2453,2.0,55
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,73.0,8499,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,616,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,2,Moyen,Pavé,0,0,Mars,Maison neuve construite et vendue,Maison incomplète,11.963574241653713,1,0,1412,2028,2.5,36
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,30.0,3180,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (bout),Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,600,Chauffage à gaz,Excellent,Oui,Disjoncteurs,80,2,1,Bon,4,Typ,0,Pas de cheminée,Détaché de la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente anormale,11.878630514504515,1,1,1120,1800,2.5,166
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,0.0,7500,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,281,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Janvier,Acte de garantie - Conventionnel,Vente normale,12.283038316285214,10,10,2207,2488,3.5,96
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,68.0,9179,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,158.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,240,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente anormale,12.170450649220749,9,9,2423,2663,3.5,88
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,41.0,2665,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (bout),Deux étages,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,36,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.751950239425476,29,29,2196,2232,2.0,130
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,0.0,4435,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,170.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,163,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,1,1,Bon,4,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.87757552297847,6,5,1533,1696,2.0,140
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,48.0,10635,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,171.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Partiellement fini,315,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.354496960983985,7,7,3010,3325,3.0,262
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,90.0,5400,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Vieille Ville,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Bloc de béton,Bloc de béton,Aucune,0.0,Médiocre,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,420,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,6,Typ,0,Pas de cheminée,Détaché de la maison,Aménagé,1,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.561725152903833,89,59,1794,2214,1.0,198
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,80.0,9600,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Niveaux divisés,Au-dessus de la moyenne,Au-dessus de la moyenne,Pente,Bardeau composite standard,Bardeaux en amiante,Bardeaux en amiante,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition au niveau moyen,Partiellement fini,161,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Partiellement aménagé,1,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,12.016732516077072,53,12,2492,2653,2.0,206
